id_venda,id_cliente,id_campanha,valor,data_venda
1483,1599,1593,37.47,2025-07-24
1484,2683,970,322.62,2024-11-15
1485,464,1086,295.27,2025-07-21
1486,3967,724,50.51,2024-02-28
1487,605,2910,28.06,2025-12-17
1488,4974,2176,199.25,2025-07-06
1489,210,2776,76.31,2024-07-11
1490,1479,1371,54.50,2025-02-09
1491,3371,2349,114.37,2025-05-24
1492,4013,2384,176.70,2025-03-15
1493,656,587,31.34,2024-08-19
1494,3076,1114,61.00,2025-02-18
1495,2615,644,49.76,2024-10-03
1496,3778,1128,131.48,2024-08-02
1497,4722,2401,37.80,2025-02-22
1498,4730,2377,112.65,2025-01-17
1499,1263,1559,38.70,2025-05-27
1500,1092,492,88.43,2025-05-25
1501,4679,2599,84.11,2025-12-11
1502,3318,529,165.51,2025-10-28
1503,1655,1269,69.46,2024-10-18
1504,1796,2235,59.23,2025-01-20
1505,1953,1383,19.23,2024-06-05
1506,504,2984,59.26,2025-07-16
1507,2149,2541,72.59,2024-11-22
1508,4596,2945,171.26,2025-11-27
1509,140,2022,66.99,2025-06-12
1510,1615,2785,112.97,2025-11-21
1511,1055,813,46.47,2025-10-14
1512,3516,500,47.23,2025-01-30
1513,4407,905,28.96,2024-08-17
1514,1073,1300,116.94,2024-04-10
1515,4681,1297,191.59,2025-03-30
1516,3322,2466,219.70,2025-09-14
1517,299,2138,19.42,2025-05-22
1518,459,1450,30.53,2025-05-15
1519,442,1613,204.70,2024-02-25
1520,1202,1343,44.17,2024-12-03
1521,129,63,56.86,2025-07-26
1522,412,577,149.09,2025-02-14
1523,2033,2428,137.55,2025-01-18
1524,2737,60,172.98,2025-10-17
1525,1989,2985,166.28,2024-03-20
1526,1726,2533,109.83,2024-10-10
1527,4440,2240,70.15,2024-06-21
1528,2434,501,180.69,2025-06-17
1529,1876,1480,26.98,2024-11-03
1530,4728,1527,45.91,2025-05-12
1531,1048,226,74.67,2024-07-17
1532,2069,869,97.89,2025-07-08
1533,618,2765,80.91,2025-09-21
1534,667,1702,70.16,2025-11-17
1535,2573,2587,91.83,2025-03-24
1536,3716,1160,251.30,2024-11-13
1537,314,1662,23.25,2025-10-26
1538,4764,2112,31.42,2024-06-07
1539,4791,656,73.34,2025-06-18
1540,68,3000,128.41,2025-01-21
1541,1099,2803,76.89,2025-10-08
1542,4534,2047,38.78,2024-12-04
1543,2686,2113,86.08,2025-05-20
1544,1371,463,197.80,2025-04-19
1545,2332,2293,141.56,2025-02-21
1546,3222,1643,41.48,2025-10-16
1547,3439,1187,128.80,2024-12-30
1548,3754,1658,103.56,2025-01-11
1549,3219,858,144.75,2025-05-01
1550,2330,1709,371.09,2024-03-15
1551,2317,791,140.29,2025-03-18
1552,1705,1962,107.50,2024-02-02
1553,3222,1643,78.04,2025-10-22
1554,1153,972,121.54,2025-02-17
1555,1736,2002,128.36,2024-11-21
1556,605,2910,40.70,2025-12-08
1557,2174,2009,31.57,2025-11-05
1558,359,879,34.58,2025-01-07
1559,3344,1348,64.01,2025-07-02
1560,4440,2240,106.01,2024-06-28
1561,4728,1527,125.06,2025-04-29
1562,4697,2499,281.48,2025-04-26
1563,3775,1391,101.93,2024-07-04
1564,2502,1852,78.86,2025-07-22
1565,4062,2871,106.51,2024-01-17
1566,1727,302,68.22,2025-10-28
1567,4567,270,65.45,2025-04-16
1568,883,2069,50.07,2025-10-14
1569,3532,2565,304.94,2025-05-12
1570,3712,864,143.23,2024-05-31
1571,1638,2975,116.80,2024-03-12
1572,4923,784,64.98,2024-03-05
1573,1736,2002,61.35,2024-11-12
1574,2251,579,141.37,2024-10-11
1575,2963,58,51.40,2025-11-24
1576,2457,613,129.43,2024-10-13
1577,1989,2985,78.31,2024-03-25
1578,1072,890,46.20,2025-05-01
1579,447,2813,59.21,2025-12-17
1580,618,2765,133.06,2025-09-29
1581,805,1511,82.97,2024-03-14
1582,3170,2347,50.07,2024-06-09
1583,3517,2846,55.66,2024-08-26
1584,426,1760,39.21,2025-03-10
1585,4914,2189,100.64,2025-07-24
1586,3765,922,95.44,2025-09-25
1587,1180,1912,50.97,2025-03-08
1588,1497,869,92.33,2025-07-05
1589,3135,2408,77.47,2024-10-01
1590,1212,95,69.26,2024-06-04
1591,1449,460,69.72,2024-03-25
1592,2638,830,78.59,2024-09-14
1593,2758,1741,59.09,2025-12-09
1594,3971,1008,71.51,2024-01-30
1595,4579,1130,131.81,2025-08-28
1596,3487,1777,92.92,2025-10-08
1597,4886,1344,70.60,2024-06-11
1598,4706,750,114.81,2024-12-03
1599,1564,2532,101.74,2025-07-21
1600,3355,1957,153.10,2025-03-25
1601,615,2025,76.74,2024-12-22
1602,749,2091,74.07,2024-03-01
1603,1717,2699,97.14,2024-09-06
1604,3532,2565,118.26,2025-05-09
1605,2620,1522,371.82,2025-11-05
1606,4685,2354,75.96,2024-04-02
1607,2638,830,82.35,2024-09-13
1608,3674,570,203.95,2024-04-30
1609,3739,1628,73.15,2025-03-02
1610,2492,2169,341.85,2025-11-03
1611,3857,712,121.42,2025-10-10
1612,3014,378,82.31,2025-06-29
1613,3058,2978,91.39,2024-03-10
1614,3428,2410,76.48,2024-09-21
1615,2894,245,48.60,2025-08-20
1616,4380,2351,71.29,2025-06-04
1617,3866,190,114.27,2024-07-29
1618,4227,507,75.67,2024-09-10
1619,3533,1090,67.98,2024-03-08
1620,4584,1313,56.01,2025-06-24
1621,1887,1525,149.13,2025-06-13
1622,3898,1300,31.37,2024-03-30
1623,1249,362,35.58,2024-08-07
1624,4101,1926,81.55,2025-05-21
1625,3176,1263,287.29,2024-08-29
1626,4692,1483,55.30,2025-12-07
1627,413,710,75.56,2025-03-23
1628,2463,1483,100.80,2025-12-15
1629,517,1631,93.76,2025-02-23
1630,3378,2772,348.57,2024-09-13
1631,1045,1050,129.31,2025-03-16
1632,2489,1401,49.00,2025-07-26
1633,4980,2133,38.69,2025-02-09
1634,384,2303,55.19,2025-07-02
1635,1474,2009,58.98,2025-10-29
1636,3532,1209,95.14,2024-07-17
1637,2407,1662,21.79,2025-10-26
1638,3830,171,94.46,2024-09-06
1639,1896,1138,192.14,2024-10-13
1640,4609,1087,201.71,2024-11-28
1641,3801,2525,30.84,2024-11-07
1642,3830,171,23.31,2024-09-06
1643,1018,1991,199.00,2025-01-16
1644,3403,2176,204.11,2025-07-09
1645,4070,820,126.69,2024-11-15
1646,2657,879,72.37,2025-01-06
1647,3517,2846,101.63,2024-08-26
1648,4722,731,50.03,2025-03-07
1649,3824,165,173.99,2024-02-22
1650,120,2292,69.07,2025-08-20
1651,2620,1522,29.29,2025-11-14
1652,4344,2357,69.33,2025-09-10
1653,4340,1759,130.60,2025-12-06
1654,823,360,40.09,2024-01-13
1655,3406,1113,76.17,2024-10-29
1656,2999,895,111.27,2025-02-18
1657,2623,742,40.25,2025-02-10
1658,3428,2410,212.65,2024-09-20
1659,3267,129,41.99,2025-09-02
1660,4540,1203,69.36,2025-01-17
1661,4549,1484,132.82,2025-04-10
1662,2525,2863,69.06,2025-01-15
1663,3318,529,28.43,2025-10-30
1664,4996,716,57.92,2025-11-23
1665,2624,2197,66.63,2024-03-05
1666,2756,2719,79.32,2024-10-11
1667,2796,2687,35.32,2025-11-15
1668,4739,2300,111.52,2025-01-01
1669,3863,1449,94.40,2025-01-27
1670,2636,325,31.46,2025-05-27
1671,3031,565,61.27,2024-10-11
1672,3050,2930,40.54,2024-09-25
1673,971,1124,43.81,2025-09-09
1674,3994,1092,67.22,2025-07-13
1675,2758,1757,54.02,2024-09-08
1676,4763,1734,96.02,2025-02-14
1677,266,2602,154.86,2025-11-13
1678,3655,1760,106.51,2025-03-12
1679,769,1169,47.04,2024-09-21
1680,745,2040,101.46,2025-08-02
1681,2906,1731,70.98,2025-03-22
1682,3770,123,110.23,2025-07-10
1683,1633,500,117.45,2025-01-30
1684,1905,1805,33.57,2024-04-25
1685,1738,324,73.46,2025-10-20
1686,4950,129,202.31,2025-09-03
1687,758,753,137.52,2024-11-09
1688,4306,2032,116.76,2024-04-05
1689,2145,1724,277.71,2024-12-27
1690,3353,945,95.98,2024-08-27
1691,1356,1732,51.30,2025-04-02
1692,1531,1301,99.23,2024-11-06
1693,974,1223,69.63,2025-01-14
1694,2552,1669,37.37,2025-10-23
1695,4464,1223,40.40,2025-01-22
1696,1698,2921,43.36,2025-08-12
1697,929,1418,43.73,2025-08-22
1698,3840,128,247.45,2024-06-09
1699,365,994,62.68,2025-03-30
1700,449,1145,113.61,2024-08-14
1701,1672,710,107.53,2025-03-21
1702,2149,2541,46.61,2024-11-20
1703,522,1167,104.40,2024-08-24
1704,4739,2300,27.95,2024-12-26
1705,2184,1183,76.86,2024-09-15
1706,1459,2038,77.45,2025-04-27
1707,1212,2241,61.95,2025-01-24
1708,971,1124,150.60,2025-09-10
1709,3355,1957,81.99,2025-03-20
1710,4084,1890,58.15,2025-11-26
1711,2354,2684,23.48,2025-02-28
1712,294,811,121.40,2024-09-13
1713,4702,477,53.39,2024-03-31
1714,4025,1796,81.32,2025-11-10
1715,2853,1070,225.79,2024-08-27
1716,1202,1343,185.00,2024-12-02
1717,2174,1581,74.88,2024-08-22
1718,3434,2982,32.04,2025-11-01
1719,4337,1340,160.19,2024-10-23
1720,1371,463,50.56,2025-04-22
1721,4213,350,39.44,2024-10-26
1722,2202,1238,238.98,2024-11-14
1723,3722,1500,34.44,2025-04-08
1724,2914,2954,116.88,2024-12-20
1725,596,2549,112.40,2025-11-29
1726,4135,449,86.91,2024-10-03
1727,3411,2685,132.91,2025-04-14
1728,3730,599,105.42,2024-10-17
1729,1644,131,22.48,2025-06-06
1730,1714,2308,149.96,2024-04-27
1731,1447,2372,27.22,2024-06-21
1732,3088,1021,105.50,2025-03-29
1733,3186,2188,33.45,2024-01-18
1734,2284,2163,165.42,2024-12-17
1735,1280,700,52.37,2025-11-16
1736,2966,1871,53.05,2024-11-27
1737,4219,523,99.93,2024-02-28
1738,3494,1069,227.43,2024-05-21
1739,3361,572,43.31,2025-03-11
1740,2346,1096,153.29,2025-01-13
1741,3676,1685,87.92,2025-11-14
1742,113,1150,62.01,2024-08-21
1743,1120,760,38.25,2025-05-02
1744,1389,2206,52.16,2024-07-15
1745,4856,2468,211.98,2024-11-27
1746,886,1104,22.08,2025-09-26
1747,353,1202,58.93,2024-04-29
1748,1346,2004,87.49,2024-06-04
1749,479,177,200.64,2024-12-16
1750,4609,1087,292.13,2024-11-22
1751,182,1364,177.78,2025-07-26
1752,730,2831,47.78,2025-10-09
1753,4522,1752,22.86,2024-07-22
1754,4885,1569,58.87,2024-05-29
1755,3376,2493,64.11,2025-05-02
1756,4456,184,58.00,2025-05-29
1757,3322,2466,64.96,2025-09-17
1758,964,1616,94.57,2025-06-28
1759,1703,947,113.59,2024-10-27
1760,2894,1901,58.10,2024-11-12
1761,3442,1175,88.15,2024-10-02
1762,3383,2005,180.45,2025-04-20
1763,605,2860,117.59,2024-12-05
1764,3436,1299,124.04,2024-07-23
1765,2658,1983,31.80,2025-10-22
1766,1634,538,17.10,2024-08-24
1767,34,595,125.66,2025-03-27
1768,3517,2846,95.84,2024-08-23
1769,2033,2428,79.09,2025-01-25
1770,849,1713,38.05,2024-05-03
1771,289,838,82.16,2024-10-30
1772,1198,845,178.37,2024-05-22
1773,1983,1361,68.69,2025-11-25
1774,899,2921,98.19,2025-08-12
1775,36,91,74.76,2024-11-06
1776,3869,1183,47.07,2024-09-20
1777,2220,1252,103.69,2025-04-04
1778,2099,443,53.43,2025-12-12
1779,4335,2340,44.77,2024-07-31
1780,4292,2205,91.08,2024-06-01
1781,4270,1087,168.36,2024-11-19
1782,4625,572,171.79,2025-03-11
1783,353,1202,228.78,2024-04-27
1784,4596,2945,63.76,2025-12-01
1785,709,2762,236.03,2025-04-12
1786,2304,2654,147.03,2024-12-04
1787,1645,2999,30.80,2024-08-31
1788,3769,2302,70.99,2024-08-18
1789,1806,493,78.36,2024-06-29
1790,2644,1560,57.45,2024-12-29
1791,1448,2894,251.16,2024-03-01
1792,2099,443,64.85,2025-12-16
1793,901,264,106.62,2024-01-22
1794,4776,2229,33.80,2025-09-15
1795,4490,1210,21.66,2025-04-01
1796,4483,3,67.51,2025-09-19
1797,889,2963,162.25,2024-02-11
1798,3898,1300,46.02,2024-04-10
1799,1701,576,71.91,2024-02-03
1800,3395,2988,56.70,2025-09-01
1801,1892,2331,140.97,2025-02-26
1802,4153,2121,159.75,2024-06-19
1803,3180,2157,176.85,2025-01-23
1804,3907,2845,144.16,2025-08-01
1805,3725,179,303.32,2024-07-31
1806,3828,354,141.55,2024-12-31
1807,994,1022,45.45,2025-07-06
1808,2286,2309,164.47,2025-07-22
1809,4581,565,352.48,2024-10-02
1810,370,1099,76.92,2025-03-15
1811,4737,189,110.61,2025-10-12
1812,473,1619,98.99,2024-10-03
1813,3618,2337,62.85,2025-08-28
1814,4569,183,73.33,2025-06-15
1815,4497,419,148.47,2024-05-26
1816,3520,1781,41.92,2024-10-16
1817,712,1508,29.68,2024-08-21
1818,2558,880,134.55,2024-02-13
1819,4992,1140,29.53,2025-08-06
1820,966,2825,56.69,2025-07-20
1821,4134,1521,166.00,2025-09-27
1822,67,683,54.13,2025-11-16
1823,4872,358,66.72,2024-05-10
1824,1012,945,90.01,2024-08-18
1825,3899,676,45.24,2024-11-07
1826,3712,2761,41.42,2024-09-30
1827,2923,1199,299.33,2024-04-24
1828,2286,654,116.84,2025-02-19
1829,80,2355,145.63,2024-01-15
1830,3219,858,157.85,2025-05-03
1831,126,2815,73.27,2025-08-26
1832,4424,106,50.04,2025-09-02
1833,2289,240,103.06,2025-04-29
1834,2370,380,27.73,2025-05-13
1835,2789,1591,159.95,2024-06-02
1836,3941,1984,41.70,2025-07-04
1837,3134,1619,98.69,2024-10-08
1838,2449,1608,94.51,2024-05-11
1839,1876,1409,85.76,2024-02-26
1840,314,1662,116.76,2025-10-24
1841,356,906,197.01,2025-03-05
1842,685,27,158.30,2025-01-30
1843,3516,500,40.12,2025-01-27
1844,534,2523,75.13,2024-03-05
1845,2383,1582,34.69,2024-12-16
1846,41,753,153.79,2024-10-29
1847,4617,134,223.18,2024-05-25
1848,3506,2000,176.09,2024-04-16
1849,1509,960,43.88,2024-06-01
1850,4458,36,58.03,2025-03-06
1851,1843,2010,38.37,2024-12-13
1852,1061,1092,98.89,2025-07-17
1853,3677,2299,37.58,2025-01-28
1854,2508,1750,87.98,2024-04-25
1855,3765,2338,78.99,2025-07-24
1856,1308,743,94.50,2025-09-05
1857,1885,2512,165.48,2024-10-30
1858,4114,1898,60.08,2024-08-06
1859,4191,2704,103.23,2024-09-15
1860,1178,801,81.87,2024-12-15
1861,1705,1962,59.95,2024-02-15
1862,1180,1912,150.58,2025-03-20
1863,3932,1989,117.49,2025-02-06
1864,4311,710,46.94,2025-03-15
1865,4466,1760,133.34,2025-02-26
1866,3170,2347,135.71,2024-06-11
1867,4636,2658,75.97,2025-02-18
1868,4722,731,51.95,2025-03-02
1869,517,1631,41.44,2025-03-02
1870,3770,1118,120.99,2025-03-26
1871,4967,200,58.79,2025-09-24
1872,4277,883,52.17,2025-03-20
1873,3414,1407,88.53,2025-07-05
1874,4980,1045,52.49,2024-03-03
1875,4900,118,60.38,2025-07-07
1876,1688,86,203.23,2024-03-08
1877,4984,2138,56.42,2025-05-21
1878,700,779,53.49,2025-05-23
1879,1128,624,46.16,2024-06-30
1880,1744,2257,72.30,2024-02-01
1881,1788,2516,82.32,2024-11-12
1882,741,2514,95.22,2024-03-17
1883,4205,2645,42.33,2024-04-24
1884,1120,1448,78.36,2024-06-08
1885,3846,2937,35.44,2024-10-01
1886,2514,1252,150.16,2025-04-05
1887,656,587,32.30,2024-08-19
1888,2223,2338,195.39,2025-07-20
1889,1986,2970,170.02,2024-12-20
1890,4456,184,72.11,2025-06-08
1891,2053,632,52.52,2025-07-18
1892,971,1124,71.89,2025-08-30
1893,613,725,32.48,2024-10-04
1894,1721,1557,49.87,2024-04-02
1895,1099,1430,79.53,2025-10-28
1896,3863,1449,47.09,2025-02-01
1897,3439,1187,30.28,2024-12-30
1898,3849,2374,136.94,2025-05-11
1899,3089,1558,55.67,2024-06-09
1900,2356,2280,68.88,2025-11-30
1901,877,2877,21.24,2025-07-17
1902,987,1160,21.14,2024-11-16
1903,2950,1412,99.77,2024-01-24
1904,2094,374,46.23,2025-01-22
1905,2418,349,75.84,2024-09-01
1906,3270,1559,258.84,2025-05-15
1907,823,360,175.80,2024-01-13
1908,2620,200,23.53,2025-10-12
1909,4648,915,105.90,2024-08-30
1910,4219,1815,60.10,2024-05-03
1911,943,1036,34.59,2025-01-30
1912,4335,2340,27.55,2024-07-30
1913,2672,1654,137.83,2025-07-12
1914,3778,1128,36.36,2024-08-14
1915,3414,1407,30.33,2025-07-04
1916,3857,712,59.82,2025-10-07
1917,4635,1823,76.12,2025-06-01
1918,1217,319,25.31,2024-11-29
1919,2420,2911,118.30,2025-04-22
1920,2551,2721,76.98,2024-01-27
1921,2,2097,72.58,2025-10-03
1922,3475,2224,78.52,2024-04-27
1923,915,1497,91.36,2025-09-18
1924,1703,947,124.22,2024-10-15
1925,2836,29,88.54,2025-12-12
1926,2295,1259,69.12,2025-11-23
1927,1109,274,118.84,2025-02-06
1928,1877,730,66.20,2024-09-16
1929,2573,2587,135.82,2025-03-23
1930,2213,1721,45.28,2024-09-25
1931,3453,2759,64.66,2024-07-26
1932,1862,953,143.84,2025-09-07
1933,2291,621,141.93,2024-10-06
1934,3257,1716,132.50,2024-10-15
1935,3681,1894,41.58,2025-08-11
1936,3096,457,67.98,2025-03-12
1937,4094,884,339.01,2025-03-19
1938,4129,2006,34.55,2025-06-18
1939,527,835,107.39,2025-01-12
1940,1892,2331,164.59,2025-02-15
1941,2225,1102,46.55,2025-11-19
1942,4122,725,121.37,2024-10-12
1943,3983,1320,83.10,2025-04-21
1944,1952,1725,70.75,2025-04-13
1945,1372,2551,165.22,2024-01-10
1946,1146,1072,339.72,2024-08-20
1947,4635,704,19.43,2025-07-23
1948,533,1844,34.40,2025-05-25
1949,567,1984,195.67,2025-06-23
1950,3532,2565,32.25,2025-05-17
1951,3941,466,159.71,2025-04-26
1952,3322,2466,53.74,2025-09-25
1953,1903,1422,40.77,2025-07-13
1954,3025,1571,35.55,2024-05-20
1955,3990,1772,58.30,2024-12-29
1956,4696,901,98.90,2024-09-26
1957,1970,976,24.37,2024-06-18
1958,3292,1173,33.20,2024-09-10
1959,3548,1577,79.29,2024-02-22
1960,3561,2376,46.89,2025-05-08
1961,4147,1144,116.14,2024-05-17
1962,3848,1562,173.46,2024-05-10
1963,1778,612,141.50,2024-11-08
1964,2056,2174,300.52,2024-03-25
1965,3590,709,76.92,2025-10-21
1966,1920,2601,41.56,2025-02-08
1967,4080,12,56.36,2024-11-29
1968,4502,393,68.34,2024-05-17
1969,386,1892,63.71,2025-01-15
1970,3513,2373,132.06,2025-01-19
1971,2330,1996,88.77,2024-08-16
1972,835,521,10.72,2025-07-17
1973,528,158,64.18,2025-03-14
1974,3656,256,58.90,2025-10-18
1975,4495,2117,17.36,2024-05-22
1976,4891,1364,277.34,2025-07-31
1977,4593,787,70.99,2024-02-18
1978,1576,2726,98.74,2024-06-15
1979,4591,147,125.21,2024-09-19
1980,3820,219,25.22,2024-04-15
1981,3775,1391,92.34,2024-07-02
1982,3113,269,207.93,2024-11-06
1983,2395,1424,43.01,2025-04-03
1984,115,2719,22.03,2024-10-06
1985,2631,2842,90.52,2024-04-16
1986,4732,2285,172.56,2024-10-13
1987,4375,908,155.40,2025-02-16
1988,2666,2166,150.83,2024-12-11
1989,3077,1234,152.09,2024-10-13
1990,336,430,44.45,2025-06-13
1991,4707,274,72.51,2025-02-03
1992,1685,2950,49.28,2025-10-30
1993,2299,2224,164.08,2024-04-24
1994,2407,823,,2025-05-23
1995,3970,500,26.85,2025-01-25
1996,1248,2011,58.85,2025-04-08
1997,4281,650,63.10,2025-08-29
1998,1643,2830,59.88,2025-11-07
1999,3644,333,69.82,2025-03-04
2000,3775,1391,59.24,2024-06-25
2001,3624,852,75.30,2025-10-09
2002,1512,1413,65.35,2025-08-25
2003,1117,2685,53.25,2025-04-29
2004,1129,1484,59.42,2025-04-05
2005,1447,2372,55.98,2024-06-27
2006,2511,834,58.08,2025-12-05
2007,352,672,51.98,2025-09-30
2008,2716,918,150.56,2024-06-11
2009,2793,2807,105.33,2024-10-04
2010,1180,1760,166.12,2025-03-07
2011,2005,1382,91.15,2025-07-07
2012,537,2755,83.69,2024-05-27
2013,771,1738,42.40,2025-03-31
2014,1398,1271,39.34,2025-07-17
2015,2508,1750,18.53,2024-05-05
2016,2251,579,98.45,2024-10-03
2017,1261,2280,40.34,2025-12-02
2018,2168,2335,90.72,2024-05-25
2019,4962,683,50.00,2025-11-12
2020,2368,291,53.07,2024-02-03
2021,4434,1627,163.59,2025-01-14
2022,1877,730,190.18,2024-09-19
2023,2298,1685,664.75,2025-11-16
2024,3210,221,127.62,2024-08-29
2025,4996,716,43.55,2025-11-20
2026,220,1723,45.27,2024-12-11
2027,4251,1412,234.04,2024-01-16
2028,3181,2101,107.23,2025-10-27
2029,777,95,52.16,2024-06-02
2030,1679,1514,42.71,2024-07-26
2031,2017,2730,94.23,2024-04-15
2032,2781,1103,26.06,2025-09-03
2033,3541,1251,40.74,2025-02-18
2034,4825,2590,58.73,2024-04-13
2035,1512,1413,41.99,2025-08-30
2036,3518,570,52.44,2024-05-07
2037,1585,2863,37.91,2025-01-14
2038,2384,1661,20.66,2024-06-21
2039,1608,363,27.42,2024-04-30
2040,3077,1234,85.02,2024-10-19
2041,3689,456,112.01,2024-10-04
2042,4722,731,75.39,2025-02-27
2043,4170,1544,63.69,2025-09-09
2044,2683,970,35.09,2024-11-16
2045,3231,2663,74.69,2025-09-26
2046,937,2902,83.80,2025-10-25
2047,410,2062,157.90,2024-08-17
2048,3007,2906,102.27,2024-12-01
2049,1657,2671,140.16,2024-02-01
2050,4952,1100,25.60,2025-03-29
2051,903,483,47.01,2024-10-06
2052,4382,198,24.51,2024-08-20
2053,2748,1017,58.56,2024-09-15
2054,2149,2541,84.39,2024-11-18
2055,4817,487,60.91,2024-02-15
2056,1785,147,482.75,2024-09-17
2057,684,2854,58.13,2025-11-18
2058,2324,2946,16.84,2024-08-11
2059,4292,2205,27.99,2024-05-25
2060,1419,180,29.47,2025-07-30
2061,3520,1781,174.87,2024-10-28
2062,493,2375,38.52,2024-04-27
2063,3285,1827,65.77,2025-02-02
2064,2558,2159,84.28,2025-12-15
2065,4751,408,181.07,2024-02-02
2066,3637,103,153.18,2025-12-04
2067,1858,947,55.53,2024-10-16
2068,3293,1862,53.45,2025-07-02
2069,3604,193,120.29,2024-02-20
2070,2742,2699,50.18,2024-09-10
2071,852,736,62.79,2025-11-21
2072,3650,2158,39.48,2025-06-23
2073,1744,2257,204.46,2024-02-02
2074,3296,1991,108.33,2025-01-21
2075,4927,2819,70.80,2025-05-07
2076,1791,2833,138.12,2024-05-27
2077,1090,2771,78.20,2024-01-27
2078,3408,358,42.67,2024-05-06
2079,1866,2371,62.45,2025-02-15
2080,1751,276,54.58,2025-05-04
2081,1929,1282,26.17,2024-10-12
2082,584,2725,183.80,2025-07-25
2083,2937,2582,32.53,2025-05-03
2084,4499,1523,57.46,2025-07-27
2085,1703,947,192.04,2024-10-17
2086,1905,2866,46.59,2025-01-28
2087,932,2261,61.80,2025-09-17
2088,932,2261,217.68,2025-09-20
2089,1034,889,193.22,2025-01-21
2090,1875,1854,75.94,2025-10-14
2091,4549,1484,44.65,2025-04-14
2092,3613,677,158.06,2024-05-14
2093,2345,1179,43.25,2025-10-23
2094,3781,119,80.98,2024-03-28
2095,1408,2220,83.01,2025-09-03
2096,1509,960,49.95,2024-06-02
2097,4576,702,46.01,2025-08-13
2098,1968,870,175.26,2024-12-11
2099,3355,1957,89.07,2025-03-24
2100,2809,2252,35.79,2024-10-31
2101,466,2923,111.82,2024-09-28
2102,1442,2522,79.44,2024-09-09
2103,2368,1321,100.88,2024-06-12
2104,2901,2008,113.19,2025-06-12
2105,4354,871,153.64,2024-07-12
2106,497,1410,79.62,2024-08-12
2107,2577,665,331.05,2025-11-23
2108,2875,937,87.82,2025-05-12
2109,1634,2152,84.68,2024-12-08
2110,1752,1046,217.86,2024-11-25
2111,4589,382,59.09,2024-05-11
2112,4886,1344,97.94,2024-06-06
2113,3785,2945,150.57,2025-12-04
2114,1841,1510,65.24,2024-10-10
2115,3710,1813,109.51,2025-12-05
2116,2531,2459,51.76,2024-05-18
2117,1613,497,58.60,2024-07-11
2118,1315,1008,121.59,2024-01-26
2119,4584,1313,74.94,2025-07-05
2120,3615,1650,207.65,2024-07-29
2121,3766,311,61.85,2024-02-08
2122,213,2444,149.79,2024-08-25
2123,771,1738,39.03,2025-04-10
2124,3260,1436,91.10,2024-02-09
2125,3346,2266,69.28,2025-01-07
2126,3414,1407,94.45,2025-07-05
2127,2979,2549,162.88,2025-11-26
2128,130,1151,356.19,2025-11-01
2129,4151,2881,67.03,2025-05-01
2130,3503,803,197.93,2025-03-04
2131,1146,1072,124.53,2024-08-27
2132,5000,2710,33.78,2025-08-03
2133,1689,339,24.44,2024-10-26
2134,2279,85,74.99,2024-11-03
2135,4760,2479,53.78,2024-11-16
2136,2644,888,148.74,2024-10-15
2137,2330,1709,127.71,2024-03-18
2138,4351,2876,33.61,2024-09-03
2139,1099,2803,96.85,2025-10-13
2140,263,1330,74.50,2025-11-27
2141,4004,1921,54.37,2025-06-13
2142,3354,1676,97.15,2025-03-05
2143,3544,2597,221.36,2024-05-02
2144,1555,335,109.49,2025-11-28
2145,4114,2169,33.96,2025-11-05
2146,3222,1643,69.64,2025-10-23
2147,3686,2434,23.57,2025-05-26
2148,165,261,134.22,2025-04-11
2149,3631,1268,38.27,2024-02-28
2150,1537,1423,115.55,2024-11-02
2151,2729,2682,66.98,2025-09-08
2152,1182,286,93.72,2025-11-04
2153,3833,1553,435.28,2024-05-15
2154,1640,1622,142.63,2025-12-04
2155,1276,1767,80.10,2025-02-11
2156,2637,1829,134.11,2025-03-19
2157,822,1298,59.53,2025-06-05
2158,1726,879,29.09,2025-01-01
2159,4062,2871,37.15,2024-01-17
2160,658,14,61.23,2024-01-17
2161,730,2831,46.04,2025-10-04
2162,2,2800,238.75,2025-12-07
2163,3341,1808,34.64,2025-01-07
2164,4063,2053,223.00,2024-10-01
2165,1905,2866,204.65,2025-02-04
2166,331,2724,54.92,2025-05-24
2167,4692,1483,76.67,2025-12-07
2168,3326,2238,75.18,2024-11-26
2169,1685,1747,36.79,2024-06-16
2170,40,1679,77.23,2024-09-20
2171,1773,137,202.63,2024-05-30
2172,848,514,61.81,2024-12-24
2173,4149,2605,63.89,2024-08-12
2174,4757,1376,115.06,2025-09-08
2175,1682,2687,167.18,2025-11-03
2176,4998,174,41.34,2025-08-19
2177,2514,1252,90.98,2025-04-15
2178,621,157,141.18,2025-09-09
2179,3906,1756,108.30,2024-09-19
2180,582,2482,45.28,2025-10-29
2181,55,2477,50.03,2025-06-24
2182,919,1994,48.80,2024-06-05
2183,3489,2624,38.52,2024-04-16
2184,4908,2816,129.56,2024-06-04
2185,1550,2965,84.86,2024-09-29
2186,4604,2840,80.85,2024-12-18
2187,3402,722,110.47,2024-01-21
2188,4371,2709,62.05,2025-10-10
2189,2372,525,102.07,2024-03-09
2190,558,2564,35.71,2025-08-03
2191,272,2227,55.08,2025-05-27
2192,386,1892,73.48,2025-01-13
2193,1781,1492,149.95,2025-11-27
2194,2017,1579,199.41,2025-03-11
2195,3475,2224,90.44,2024-05-02
2196,411,2282,48.92,2024-06-24
2197,4471,184,102.70,2025-05-30
2198,903,483,512.74,2024-10-09
